type,timestamp,source,event,event_type,entity_type,time_bucket,size_category,log_ip,destination,src_port,dst_port,length,level,pid
pcap,1776871252.0516257,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0519695,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.052033,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0520782,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0521178,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0521579,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0522,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1251,,
pcap,1776871252.0526218,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,158,,
pcap,1776871252.0541294,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0542586,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0542972,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0546794,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0615387,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0616586,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.0643547,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1285,,
pcap,1776871252.0647233,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871252.064839,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871252.064875,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871252.0649111,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871252.0649617,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871252.0649965,192.168.1.4,UDP connection,connection,ip,20,medium,,23.208.64.225,65206,443,277,,
pcap,1776871252.065309,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,large,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,1292,,
pcap,1776871252.06542,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,132,,
pcap,1776871252.110265,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,58924,74,,
pcap,1776871252.1143358,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,86,,
pcap,1776871252.1143358,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,86,,
pcap,1776871252.1290257,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,87,,
pcap,1776871252.1293995,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
pcap,1776871252.1406271,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,72,,
pcap,1776871252.161804,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,76,,
pcap,1776871252.16836,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,86,,
pcap,1776871252.1805346,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,67,,
pcap,1776871252.1913123,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,51614,53,86,,
pcap,1776871252.1913123,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,64491,53,86,,
pcap,1776871252.1913123,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,65490,53,86,,
pcap,1776871252.2539158,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,58924,154,,
pcap,1776871252.2997682,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,58924,443,74,,
pcap,1776871252.332317,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2603:1061:14:161::1,50558,443,75,,
pcap,1776871252.3612278,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,51580,53,66,,
pcap,1776871252.3612373,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,55951,53,66,,
pcap,1776871252.3613832,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,54185,53,66,,
pcap,1776871252.3744266,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,1262,,
pcap,1776871252.3744266,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,462,,
pcap,1776871252.3748262,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,105,,
pcap,1776871252.375325,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,49958,53,86,,
pcap,1776871252.3757832,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62674,53,86,,
pcap,1776871252.3763256,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,50101,53,86,,
pcap,1776871252.4439535,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,1262,,
pcap,1776871252.4439535,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,56704,468,,
pcap,1776871252.4443765,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2606:4700:91b2:7cbc:c21b:883:5ff2:75c4,56704,443,105,,
pcap,1776871252.4447343,2603:1061:14:161::1,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,50558,86,,
pcap,1776871252.700391,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,289,,
pcap,1776871252.7040458,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871252.7040458,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871252.7040458,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1079,,
pcap,1776871252.7040458,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,65,,
pcap,1776871252.717177,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,81,,
pcap,1776871252.7434294,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,289,,
pcap,1776871252.7438123,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,77,,
pcap,1776871252.7742832,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,67,,
pcap,1776871252.979509,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2a01:111:202c::254,63932,443,75,,
pcap,1776871253.0940132,2a01:111:202c::254,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,63932,86,,
pcap,1776871253.1275227,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,medium,,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,58924,443,164,,
pcap,1776871253.1419759,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871253.1422565,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871253.1436903,2401:4900:8fff:19e:26de:8aff:fe46:4781,network activity,network_activity,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,,,86,,
pcap,1776871253.144086,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,601,,
pcap,1776871253.1444252,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,network activity,network_activity,ip,20,small,,2401:4900:8fff:19e:26de:8aff:fe46:4781,,,86,,
pcap,1776871253.145782,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,621,,
pcap,1776871253.1461625,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,623,,
pcap,1776871253.1824203,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,61401,53,86,,
pcap,1776871253.1824203,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,50606,53,86,,
pcap,1776871253.1824408,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,64226,53,86,,
pcap,1776871253.193743,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,TCP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,58924,74,,
pcap,1776871253.2095666,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,76,,
pcap,1776871253.213918,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
pcap,1776871253.2287042,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,76,,
pcap,1776871253.3401387,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,TCP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,58924,154,,
pcap,1776871253.3837354,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62674,53,86,,
pcap,1776871253.3837354,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,TCP connection,connection,ip,20,small,,2606:4700:91b1:d8b7:9a1b:5fb:ccf5:ac50,58924,443,74,,
pcap,1776871253.3837354,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,49958,53,86,,
pcap,1776871253.3837702,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,50101,53,86,,
pcap,1776871253.4458385,192.168.1.4,TCP connection,connection,ip,20,small,,204.79.197.222,55672,443,55,,
pcap,1776871253.519881,204.79.197.222,TCP connection,connection,ip,20,small,,192.168.1.4,443,55672,66,,
pcap,1776871253.5401192,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,286,,
pcap,1776871253.5401192,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871253.5401192,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1001,,
pcap,1776871253.5401192,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,65,,
pcap,1776871253.5540712,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,245,,
pcap,1776871253.5546234,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,82,,
pcap,1776871253.5582955,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871253.5582955,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1021,,
pcap,1776871253.5582955,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,65,,
pcap,1776871253.585493,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,76,,
pcap,1776871253.618603,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,67,,
pcap,1776871253.7143035,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,264,,
pcap,1776871253.7143035,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871253.7143035,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1000,,
pcap,1776871253.7143035,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,65,,
pcap,1776871253.7416067,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,81,,
pcap,1776871253.813788,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,67,,
pcap,1776871254.1914854,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,51614,53,86,,
pcap,1776871254.1914854,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,65490,53,86,,
pcap,1776871254.1914856,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,64491,53,86,,
pcap,1776871254.3615367,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,51580,53,66,,
pcap,1776871254.3616967,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,54185,53,66,,
pcap,1776871254.3761077,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,55951,53,66,,
pcap,1776871254.4074342,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,58017,53,86,,
pcap,1776871254.407839,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,53394,53,86,,
pcap,1776871254.408234,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62657,53,86,,
pcap,1776871254.7231958,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1285,,
pcap,1776871254.7232947,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,708,,
pcap,1776871254.7523644,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,54928,53,66,,
pcap,1776871254.7527425,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,51827,53,66,,
pcap,1776871254.7530274,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,60527,53,66,,
pcap,1776871254.8066905,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,72,,
pcap,1776871254.8299093,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,76,,
pcap,1776871255.1056814,23.208.64.225,UDP connection,connection,ip,20,medium,,192.168.1.4,443,65206,260,,
pcap,1776871255.1056814,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1494,,
pcap,1776871255.1056814,23.208.64.225,UDP connection,connection,ip,20,large,,192.168.1.4,443,65206,1022,,
pcap,1776871255.1056814,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,65,,
pcap,1776871255.127963,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,82,,
pcap,1776871255.1482956,fe80::26de:8aff:fe46:4781,network activity,network_activity,ip,20,small,,fe80::43b9:ea7:9315:7318,,,86,,
pcap,1776871255.1484048,fe80::43b9:ea7:9315:7318,network activity,network_activity,ip,20,small,,fe80::26de:8aff:fe46:4781,,,86,,
pcap,1776871255.20414,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,67,,
pcap,1776871255.390902,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62674,53,86,,
pcap,1776871255.390902,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,49958,53,86,,
pcap,1776871255.390902,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,50101,53,86,,
pcap,1776871255.4222493,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,53394,53,86,,
pcap,1776871255.4222674,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,58017,53,86,,
pcap,1776871255.4226236,fe80::43b9:ea7:9315:7318,TCP connection,connection,ip,20,small,,fe80::26de:8aff:fe46:4781,62657,53,86,,
pcap,1776871255.6517012,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871255.6519897,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871255.6606817,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1285,,
pcap,1776871255.6609023,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871255.6609526,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871255.660994,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871255.6610277,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871255.6610594,192.168.1.4,UDP connection,connection,ip,20,large,,23.208.64.225,65206,443,1292,,
pcap,1776871255.6610906,192.168.1.4,UDP connection,connection,ip,20,medium,,23.208.64.225,65206,443,272,,
pcap,1776871255.6786861,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871255.685601,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871255.6905675,192.168.1.4,TCP connection,connection,ip,20,small,,152.58.185.102,55675,7680,66,,
pcap,1776871255.7338972,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,355,,
pcap,1776871255.739159,23.208.64.225,UDP connection,connection,ip,20,small,,192.168.1.4,443,65206,72,,
pcap,1776871255.7518442,192.168.1.4,UDP connection,connection,ip,20,small,,23.208.64.225,65206,443,76,,
pcap,1776871255.7533522,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
pcap,1776871255.766237,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,60527,53,66,,
pcap,1776871255.766237,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,51827,53,66,,
pcap,1776871255.7669015,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,54928,53,66,,
pcap,1776871255.7792132,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,57266,53,66,,
pcap,1776871255.7796314,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,61216,53,66,,
pcap,1776871255.780304,192.168.1.4,TCP connection,connection,ip,20,small,,192.168.1.1,52764,53,66,,
pcap,1776871255.8006725,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
pcap,1776871255.802366,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,145,,
pcap,1776871255.8054328,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,91,,
pcap,1776871255.8222342,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,147,,
pcap,1776871255.8413663,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,98,,
pcap,1776871255.843394,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,138,,
pcap,1776871255.8644347,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,64164,443,122,,
pcap,1776871255.900397,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,98,,
pcap,1776871255.9232635,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,95,,
pcap,1776871255.9236479,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,98,,
pcap,1776871255.9420643,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1288,,
pcap,1776871255.9420643,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,735,,
pcap,1776871255.9426947,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,98,,
pcap,1776871255.9553912,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,109,,
pcap,1776871255.9566295,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,medium,,2001:4860:4826:7700::,52498,443,282,,
pcap,1776871255.9637897,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,634,,
pcap,1776871255.9637897,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,64164,90,,
pcap,1776871255.9637897,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,157,,
pcap,1776871255.983986,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,99,,
pcap,1776871255.9845166,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1288,,
pcap,1776871255.9845166,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871255.9845166,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,687,,
pcap,1776871255.9845166,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,205,,
pcap,1776871255.9992568,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,64164,443,94,,
pcap,1776871256.0044644,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,64164,345,,
pcap,1776871256.0044644,2001:4860:4826:7700::,UDP connection,connection,ip,20,medium,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,64164,110,,
pcap,1776871256.004919,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,64164,443,97,,
pcap,1776871256.0050642,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,UDP connection,connection,ip,20,small,,2001:4860:4826:7700::,52498,443,99,,
pcap,1776871256.024509,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1288,,
pcap,1776871256.024509,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871256.0342453,13.204.106.34,TCP connection,connection,ip,20,small,,192.168.1.4,443,54749,54,,
pcap,1776871256.0342453,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871256.0342453,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871256.0343108,192.168.1.4,TCP connection,connection,ip,20,small,,13.204.106.34,54749,443,54,,
pcap,1776871256.0344372,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871256.0344372,2001:4860:4826:7700::,UDP connection,connection,ip,20,large,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,1292,,
pcap,1776871256.0344372,2001:4860:4826:7700::,UDP connection,connection,ip,20,small,,2401:4900:8fff:19e:8c18:16b5:e16a:5e0b,443,52498,93,,
